Student ID	Grade	1st	2nd	3rd	4th	5th	6th	7th
1913	9	Teacher, R.- COMP RELIG	Hendrix, M.- ALGEBRA: C&C STRAT	Schneider, E.- BIOLOGY	Martinez, R.- ACADEMIC CONTACT	Fowler, A.- ALGEBRA: CONC & CONN	Settles Livers, C.- BASIC AGRI SCI	Pennell, C.- 9TH GR LIT AND COMP
1914	9	Morez, A.- ALGEBRA: CONC & CONN	Costigan, C.- BEG MUSIC TECH	Bui, A.- A/V TECH/FILM I	Meyer, M.- ACADEMIC CONTACT	Hyacinth, E.- BIOLOGY	Fendley, L.- HEALTH	Lai, A.- 9TH GR LIT AND COMP
1915	9	Moore, D.- HEALTH	McKee, T.- ACCEL GEOM: C&C GF	Edwards, S.- SPAN II GF	Greco, L.- 9TH LIT AND COMP GF	Templeman, T.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	Blankenship, C.- AP HUM GEO GF
1916	9	Chelko, K.- OL PLACEHOLDER						
1917	9	Dunbar, H.- INTRO BUSI TECH	Whisonant, M.- SPAN I HON	Madden, J.- BIOLOGY GF	Kim, M.- ACADEMIC CONTACT	Dehnke, B.- 9TH LIT AND COMP GF	Meek, M.- ACCEL GEOM: C&C GF	Kendall, M.- BEG ORCH I
1918	9	Edwards, S.- SPAN II GF	McKee, T.- ACCEL GEOM: C&C GF	Fendley, L.- HEALTH	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Nelson, K.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF
1919	9	Crews, L.- VIS ART COMP I	Moore, D.- HEALTH	Samela, J.- ALGEBRA: CONC & CONN	Madden, J.- BIOLOGY GF	Dehnke, B.- 9TH LIT AND COMP GF	Pennell, C.- ACADEMIC CONTACT	Kendall, M.- BEG ORCH I
1920	9	Schneider, E.- BIOLOGY	House, B.- FUND THEA II	Morez, A.- ALGEBRA: CONC & CONN	Tshudy, E.- MOD DANCE I	Lai, A.- 9TH GR LIT AND COMP	Remund, K.- ACADEMIC CONTACT	Duncan, M.- PERSONAL FITNESS
1921	9	Dickens, K.- CHEM GF	Dehnke, B.- 9TH LIT AND COMP GF	Lester, G.- HOSP/TOURISM ESSEN	Meek, M.- ACCEL GEOM: C&C GF	McKee, T.- ACADEMIC CONTACT	Goodwin-Morales, A.- SPAN II GF	Mincy, C.- BODY SCULP
1922	9	Whisonant, M.- SPAN I HON	Samela, J.- GEOMETRY: CONC & CONN	Madden, J.- BIOLOGY GF	Dehnke, B.- 9TH LIT AND COMP GF	Byrd, J.- FOUND ENG/TECH	Robertson, M.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF
1923	10	Edwards, S.- SPAN II GF	Cox, T.- ADV ALG: CONC & CONN	Stimpson, D.- CHEM HONOR	Hembree, R.- ACADEMIC CONTACT	Debban, E.- VIS ART COMP II	Ollinger, L.- 10 LIT & COMP GF	Grigg, A.- AP WOR HIST GF
1924	9	Ernest, K.- FREN I HON	Dehnke, B.- 9TH LIT AND COMP GF	Dickens, K.- CHEM GF	Robertson, M.- AP HUM GEO GF	Freire, M.- ACADEMIC CONTACT	Foote, M.- ADV ALG: CONC & CONN GF	Huard, B.- APPROP/ALT ENERGY
1925	9	Fischer, D.- SPAN I	Nelson, K.- 9TH GR LIT AND COMP	McKee, T.- GEOMETRY: CONC & CONN	Martinez, R.- ACADEMIC CONTACT	Pearson, J.- HEALTH	Madden, J.- BIOLOGY	Tshudy, E.- DANCE I
1926	9	Crews, L.- VIS ART COMP I	Rogers, C.- 9TH GR LIT AND COMP	Hyacinth, E.- BIOLOGY	Kimbrough, M.- ACADEMIC CONTACT	McElroy, R.- HEALTH	Tomlinson, S.- WORLD GEOG	Fowler, A.- ALGEBRA: CONC & CONN
1927	9	Stanley, L.- BEG BAND I	Moore, D.- HEALTH	Greco, L.- 9TH LIT AND COMP GF	Cox, T.- ADV ALG: CONC & CONN GF	Kim, M.- BIOLOGY GF	Pennell, C.- ACADEMIC CONTACT	Crews, L.- VIS ART COMP I
1928	9	Ernest, K.- FREN I HON	House, B.- FUND THEA II	Gayle, M.- ADV ALG: CONC & CONN GF	Dehnke, B.- 9TH LIT AND COMP GF	Steiner, D.- CHEM GF	Velasco, K.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF
1929	9	Stanley, L.- BEG BAND I	Barahona, K.- SPAN I	Pennell, C.- 9TH GR LIT AND COMP	Kim, M.- ACADEMIC CONTACT	Morez, A.- ALGEBRA: CONC & CONN	Jones, J.- PERSONAL FITNESS	Schneider, E.- BIOLOGY
1930	9	Dickens, K.- CHEM GF	Dunbar, H.- INTRO BUSI TECH	Meyer, M.- AP HUM GEO GF	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Greco, L.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF
1931	9	Costigan, C.- BEG MUSIC TECH	Tomlinson, S.- WORLD GEOG GF	Greco, L.- 9TH LIT AND COMP GF	Meyer, M.- ACADEMIC CONTACT	Still, C.- BEG MEN'S CHORUS I	Schneider, E.- BIOLOGY HON	Gayle, M.- ALGEBRA: CONC & CONN GF
1932	9	McKee, T.- GEOMETRY: CONC & CONN	Whisonant, M.- SPAN I HON	Greco, L.- 9TH LIT AND COMP GF	Cason, C.- WGT TN	Rungruang, R.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG	Kim, M.- BIOLOGY GF
1933	9	Morez, A.- ALGEBRA: CONC & CONN	McElroy, R.- PERSONAL FITNESS	Hyacinth, E.- BIOLOGY	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Duncan, M.- ACADEMIC CONTACT	Kendall, M.- BEG ORCH I
1934	9	Bass, T.- ACCEL GEOM: C&C GF	Costigan, C.- BEG MUSIC TECH	Dehnke, B.- 9TH LIT AND COMP GF	Stanley, L.- INT BAND I	Byrd, J.- FOUND ENG/TECH	Nelson, K.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF
1935	9	Nighbert, C.- WGT TN	Campbell, L.- LATIN I	Pennell, C.- 9TH GR LIT AND COMP	McCurley, C.- ACADEMIC CONTACT	Hyacinth, E.- BIOLOGY	Tomlinson, S.- WORLD GEOG	Samela, J.- ALGEBRA: CONC & CONN
1936	9	Kimbrough, M.- GERMAN I HON	House, B.- FUND THEA II	Greco, L.- 9TH LIT AND COMP GF	Blankenship, C.- ACADEMIC CONTACT	Mincy, C.- PERSONAL FITNESS	Meek, M.- ACCEL GEOM: C&C GF	Kim, M.- BIOLOGY GF
1937	9	Pennell, C.- 9TH LIT AND COMP HON	Stanley, L.- ADV BAND I	Goodwin-Morales, A.- SPAN II	Freire, M.- ADV ALG: CONC & CONN GF	Freire, M.- ACADEMIC CONTACT	House, B.- FUND THEA II	Thornton, C.- BIOLOGY HON
1938	9	Madden, J.- BIOLOGY GF	Duncan, M.- PERSONAL FITNESS	Dehnke, B.- 9TH LIT AND COMP GF	Nackers, K.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF	Meek, M.- ACCEL GEOM: C&C GF	Goodwin-Morales, A.- SPAN II GF
1939	9	Vigardt, C.- VIS ART COMP II	Kimbrough, M.- GERMAN I	Fowler, A.- ALGEBRA: CONC & CONN	Gantz, K.- 9TH GR LIT AND COMP	Slade, R.- MKT PRIN	Samela, J.- ACADEMIC CONTACT	MacKay, J.- BIOLOGY
1940	9	McElroy, R.- PERSONAL FITNESS	Rogers, C.- 9TH GR LIT AND COMP	Goodwin-Morales, A.- SPAN II	Meek, M.- ACCEL GEOM: C&C GF	Fowler, M.- ACADEMIC CONTACT	Martinez, R.- BIOLOGY	Blankenship, C.- AP HUM GEO GF
1941	9	Dehnke, B.- 9TH LIT AND COMP GF	Moore, D.- HEALTH	Madden, J.- BIOLOGY GF	Meek, M.- ACCEL GEOM: C&C GF	Sciarrotta, K.- ACADEMIC CONTACT	Settles Livers, C.- BASIC AGRI SCI	Blankenship, C.- AP HUM GEO GF
1942	9	Campbell, L.- LATIN I HON	Vigardt, C.- VIS ART COMP II	Martinez, R.- BIOLOGY HON	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Velasco, K.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF
1943	9	Madden, J.- BIOLOGY GF	Gayle, M.- ADV ALG: CONC & CONN GF	Meyer, M.- AP HUM GEO GF	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Edwards, S.- ACADEMIC CONTACT	Goodwin-Morales, A.- SPAN II GF
1944	9	Madden, J.- BIOLOGY GF	McKee, T.- ACCEL GEOM: C&C GF	Edwards, S.- SPAN II GF	Robertson, M.- AP HUM GEO GF	Dehnke, B.- 9TH LIT AND COMP GF	Winzeler, M.- ACADEMIC CONTACT	Duncan, K.- COMP SCI PRINC
1945	9	Dehnke, B.- 9TH LIT AND COMP GF	Still, C.- BEG WOM CHOR I	Goodwin-Morales, A.- SPAN II	McKee, T.- ACCEL GEOM: C&C GF	McKee, T.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	Crews, L.- VIS ART COMP I
1946	9	Durden, E.- ALGEBRA: CONC & CONN	Barahona, K.- SPAN I	Hyacinth, E.- BIOLOGY	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Pennell, C.- ACADEMIC CONTACT	Mincy, C.- BODY SCULP
1947	9	Lai, A.- 9TH GR LIT AND COMP (S)	Durden, E.- ALGEBRA:CONC & CONN (S)	Hyacinth, E.- BIOLOGY	Cason, C.- WGT TN	Cason, C.- INTRO TEAM SPORTS	Robertson, M.- ACADEMIC CONTACT	Cantrell, E.- COMMUN SKILLS I
1948	9	McElroy, R.- PERSONAL FITNESS	Allgood, A.- LATIN I HON	Greco, L.- 9TH LIT AND COMP GF	Kim, M.- ACADEMIC CONTACT	Kendall, M.- INT/ADV ORCHESTRA I	Schneider, E.- BIOLOGY HON	Bass, T.- ACCEL GEOM: C&C GF
1949	9	Backfisch, R.- GEOMETRY: CONC & CONN	Gantz, K.- 9TH LIT AND COMP HON	Creasy, A.- MKT PRIN	Madden, J.- BIOLOGY GF	Fischer, D.- SPAN I HON	Gantz, K.- ACADEMIC CONTACT	Mincy, C.- BODY SCULP
1950	9	Whisonant, M.- SPAN I HON	Gayle, M.- ADV ALG: CONC & CONN GF	Tomlinson, S.- WORLD GEOG	Greco, L.- 9TH LIT AND COMP GF	Steiner, D.- CHEM GF	Dehnke, B.- ACADEMIC CONTACT	Price, T.- INTRO BUSI TECH
1951	9	Campbell, L.- LATIN I HON	Dehnke, B.- 9TH LIT AND COMP GF	Nackers, K.- CHEM GF	Kim, M.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF	Duncan, K.- AP COMP S PRINC GF	Kendall, M.- BEG ORCH I
1952	9	Nelson, K.- 9TH GR LIT AND COMP	Durden, E.- ALGEBRA:CONC & CONN (S)	Bui, A.- A/V TECH/FILM I	Dutton, A.- BIOLOGY	Byrd, J.- FOUND ENG/TECH	Winzeler, M.- ACADEMIC CONTACT	Fendley, L.- HEALTH
1953	9	Sciarrotta, K.- ALGEBRA: CONC & CONN	Sciarrotta, K.- ALGEBRA: C&C STRAT	McElroy, R.- PERSONAL FITNESS	Schellenberg, M.- ACADEMIC CONTACT	Schellenberg, M.- 9TH GR LIT AND COMP	Cooper, B.- BIOLOGY	Kendall, M.- BEG ORCH I
1954	9	Bass, T.- ACCEL GEOM: C&C GF	Allgood, A.- LATIN I HON	McElroy, R.- PERSONAL FITNESS	Greco, L.- 9TH LIT AND COMP GF	Kim, M.- BIOLOGY GF	Duncan, M.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG GF
1955	9	Backfisch, R.- GEOMETRY: CONC & CONN	Still, C.- BEG WOM CHOR I	Ernest, K.- FRENCH I	Nelson, K.- 9TH GR LIT AND COMP	Sciarrotta, K.- ACADEMIC CONTACT	McElroy, R.- HEALTH	Martinez, R.- BIOLOGY HON
1956	9	Dehnke, B.- 9TH LIT AND COMP GF	McKee, T.- ACCEL GEOM: C&C GF	Fischer, D.- SPAN I HON	Nackers, K.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF	Kim, M.- BIOLOGY GF	Kendall, M.- BEG ORCH I
1957	9	Bui, A.- A/V TECH/FILM I	Gantz, K.- 9TH LIT AND COMP HON	Creasy, A.- MKT PRIN	Blankenship, C.- ACADEMIC CONTACT	Morez, A.- ALGEBRA: CONC & CONN	House, B.- FUND THEA II	Schneider, E.- BIOLOGY
1958	9	Morez, A.- ALGEBRA: CONC & CONN	Still, C.- BEG WOM CHOR I	Barahona, K.- SPAN I	McCurley, C.- ACADEMIC CONTACT	Lai, A.- 9TH GR LIT AND COMP	Madden, J.- BIOLOGY	Duncan, M.- PERSONAL FITNESS
1959	9	Fischer, D.- SPAN I	Crews, L.- VIS ART COMP I	Hyacinth, E.- BIOLOGY	Pennell, C.- 9TH LIT AND COMP HON	Pearson, J.- HEALTH	Pennell, C.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C
1960	9	Nighbert, C.- WGT TN	Kendall, M.- ADV ORCH I	Dehnke, B.- 9TH LIT AND COMP GF	Erwin, J.- CHEM GF	Fowler, M.- ACADEMIC CONTACT	Settles Livers, C.- BASIC AGRI SCI	Masocco, J.- ADV ALG: CONC & CONN GF
1961	9	Dehnke, B.- 9TH LIT AND COMP GF	Still, C.- BEG WOM CHOR I	Edwards, S.- SPAN II GF	Tshudy, E.- MOD DANCE I	Fowler, M.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	Bass, T.- ACCEL GEOM: C&C GF
1962	9	Filomeno, N.- SPAN I	Pennell, C.- 9TH LIT AND COMP HON	McKee, T.- GEOMETRY: CONC & CONN	Dutton, A.- BIOLOGY	Madden, J.- ACADEMIC CONTACT	Jones, J.- PERSONAL FITNESS	Huard, B.- APPROP/ALT ENERGY
1963	9	Whisonant, M.- SPAN I HON	McKee, T.- ACCEL GEOM: C&C GF	Fendley, L.- HEALTH	Dehnke, B.- 9TH LIT AND COMP GF	Kendall, M.- INT/ADV ORCHESTRA I	Velasco, K.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF
1964	9	Madden, J.- BIOLOGY GF	Dehnke, B.- 9TH LIT AND COMP GF	Fischer, D.- SPAN I HON	McCurley, C.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF	Blankenship, C.- AP HUM GEO GF	Mincy, C.- BODY SCULP
1965	9	Nelson, K.- 9TH GR LIT AND COMP	Samela, J.- GEOMETRY: CONC & CONN	Bui, A.- A/V TECH/FILM I	Ernest, K.- FRENCH III	Mabrey, Z.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF	Thornton, C.- BIOLOGY HON
1966	9	Bui, A.- A/V TECH/FILM I	McKee, T.- ACCEL GEOM: C&C GF	Moore, D.- HEALTH	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Nelson, K.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF
1967	9	Gault, K.- ALGEBRA: CONC & CONN	Gault, K.- ALGEBRA: C&C STRAT	Schellenberg, M.- 9TH GR LIT AND COMP	Hyacinth, E.- ACADEMIC CONTACT	Price, T.- INTRO BUSI TECH	Cooper, B.- BIOLOGY	Fendley, L.- HEALTH
1968	9	Stanley, L.- BEG BAND I	Vigardt, C.- VIS ART COMP II	Pennell, C.- 9TH GR LIT AND COMP	Nackers, K.- ACADEMIC CONTACT	Martinez, R.- BIOLOGY	Fendley, L.- HEALTH	Samela, J.- ALGEBRA: CONC & CONN
1969	9	Stanley, L.- BEG BAND I	Pennell, C.- 9TH LIT AND COMP HON	Sciarrotta, K.- ALGEBRA: CONC & CONN	Sciarrotta, K.- ALGEBRA: C&C STRAT	Cason, C.- INTRO TEAM SPORTS	Samela, J.- ACADEMIC CONTACT	Kendall, M.- BEG ORCH I
1970	9	Dunbar, H.- INTRO BUSI TECH	Nelson, K.- 9TH GR LIT AND COMP	Dutton, A.- BIOLOGY	McCurley, C.- ACADEMIC CONTACT	Morez, A.- ALGEBRA: CONC & CONN	McElroy, R.- HEALTH	Filomeno, N.- SPAN I
1971	9	Schneider, E.- BIOLOGY	Powers, C.- FRENCH II HON	Chetram, M.- ALGEBRA: CONC & CONN	Pennell, C.- 9TH LIT AND COMP HON	Dunbar, H.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG	Kendall, M.- BEG ORCH I
1972	9	Whisonant, M.- SPAN I HON	Dehnke, B.- 9TH LIT AND COMP GF	Madden, J.- BIOLOGY GF	Robertson, M.- AP HUM GEO GF	Kendall, M.- INT/ADV ORCHESTRA I	Gantz, K.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF
1973	9	Edwards, S.- SPAN II GF	Gantz, K.- 9TH LIT AND COMP HON	Creasy, A.- MKT PRIN	McKee, T.- ACCEL GEOM: C&C GF	Mabrey, Z.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF	Steiner, D.- CHEM GF
1974	9	Dutton, A.- BIOLOGY	Costigan, C.- BEG MUSIC TECH	Morez, A.- ALGEBRA: CONC & CONN	Nelson, K.- 9TH GR LIT AND COMP	Jones, J.- PERSONAL FITNESS	Greco, L.- ACADEMIC CONTACT	Bui, A.- A/V TECH/FILM I
1975	9	Filomeno, N.- SPAN I	Nelson, K.- 9TH GR LIT AND COMP	Tomlinson, S.- WORLD GEOG	Kim, M.- ACADEMIC CONTACT	Jones, J.- PERSONAL FITNESS	Madden, J.- BIOLOGY	Durden, E.- ALGEBRA: CONC & CONN
1976	9	Morez, A.- ALGEBRA: CONC & CONN	Duncan, M.- PERSONAL FITNESS	Dutton, A.- BIOLOGY	Byrd, J.- FOUND ENG/TECH	Price, T.- INTRO BUSI TECH	Duncan, M.- ACADEMIC CONTACT	Pennell, C.- 9TH GR LIT AND COMP
1977	10	Crews, L.- VIS ART COMP I	Hildebrand, W.- WORLD HIST	Garcia, C.- 10 LIT & COMP	Tolmich, M.- CHEM	Samela, J.- GEOMETRY: CONC & CONN	Moore, J.- ACADEMIC CONTACT	Bui, A.- A/V TECH/FILM I
1978	9	Nighbert, C.- WGT TN	Dunbar, H.- INTRO BUSI TECH	Dehnke, B.- 9TH LIT AND COMP GF	Madden, J.- BIOLOGY GF	Fischer, D.- SPAN I HON	Robertson, M.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF
1979	9	Madden, J.- BIOLOGY GF	Vigardt, C.- VIS ART COMP II	Darji, V.- GEOMETRY: CONC & CONN	Greco, L.- 9TH LIT AND COMP GF	McKee, T.- ACADEMIC CONTACT	Goodwin-Morales, A.- SPAN II GF	Tomlinson, S.- WORLD GEOG GF
1980	9	Edwards, S.- SPAN II GF	Fendley, L.- HEALTH	Duncan, K.- AP COMP S PRINC GF	Pennell, C.- 9TH LIT AND COMP HON	Fowler, M.- ACADEMIC CONTACT	McKee, T.- ACCEL GEOM: C&C GF	Martinez, R.- BIOLOGY HON
1981	9	Vigardt, C.- VIS ART COMP II	Fowler, A.- ALGEBRA: CONC & CONN	Fendley, L.- HEALTH	Nelson, K.- 9TH GR LIT AND COMP	Mabrey, Z.- ACADEMIC CONTACT	MacKay, J.- BIOLOGY	Duncan, K.- COMP SCI PRINC
1982	9	MacKay, J.- BIOLOGY	Gantz, K.- 9TH GR LIT AND COMP	Creasy, A.- MKT PRIN	Duncan, M.- PERSONAL FITNESS	Mabrey, Z.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG	Durden, E.- ALGEBRA: CONC & CONN
1983	9	Rogers, C.- 9TH GR LIT AND COMP	Chetram, M.- ALGEBRA: CONC & CONN	Byrd, J.- INTRO/SOFTWARE TECH	Hyacinth, E.- ACADEMIC CONTACT	Costigan, C.- BEG MUSIC TECH	MacKay, J.- BIOLOGY	Fendley, L.- HEALTH
1984	9	Stephens, B.- FOUND ENG/TECH	Nackers, K.- CHEM GF	Edwards, S.- SPAN II GF	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Samela, J.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF
1985	9	Vigardt, C.- VIS ART COMP II	Pennell, C.- 9TH LIT AND COMP HON	McElroy, R.- PERSONAL FITNESS	Kim, M.- ACADEMIC CONTACT	Martinez, R.- BIOLOGY	Barahona, K.- SPAN I	McCurley, C.- GEOMETRY: CONC & CONN
1986	12			Hembree, R.- FOREST SCIENCE	Mclendon, J.- AP STAT	Ceuninck, E.- PEER LEADERS 1	Kling, D.- ACADEMIC CONTACT	Swanson, K.- AP PSYCH
1987	9	Kimbrough, M.- GERMAN I HON	Still, C.- BEG WOM CHOR I	Dehnke, B.- 9TH LIT AND COMP GF	Madden, J.- BIOLOGY GF	Kendall, M.- INT/ADV ORCHESTRA I	Pennell, C.- ACADEMIC CONTACT	Gayle, M.- ALGEBRA: CONC & CONN GF
1988	9	Sciarrotta, K.- ALGEBRA: CONC & CONN	Sciarrotta, K.- ALGEBRA: C&C STRAT	Duncan, M.- PERSONAL FITNESS	Blankenship, C.- ACADEMIC CONTACT	Schellenberg, M.- 9TH GR LIT AND COMP	Cooper, B.- BIOLOGY	Bui, A.- A/V TECH/FILM I
1989	9	Fendley, L.- HEALTH	Whisonant, M.- SPAN I HON	Dickens, K.- CHEM GF	Hyacinth, E.- ACADEMIC CONTACT	Dehnke, B.- 9TH LIT AND COMP GF	McKee, T.- ACCEL GEOM: C&C GF	Kendall, M.- BEG ORCH I
1990	10	Kimbrough, M.- GERMAN I HON	Grigg, A.- AP WOR HIST GF	Kendall, M.- MSTRY ORCH I	Freire, M.- ADV ALG: CONC & CONN GF	Steiner, D.- CHEM GF	Moore, J.- ACADEMIC CONTACT	Held, H.- 10 LIT & COMP GF
1991	9	Nighbert, C.- WGT TN	Greco, L.- 9TH LIT AND COMP GF	Nackers, K.- CHEM GF	Hyacinth, E.- ACADEMIC CONTACT	Robertson, M.- AP HUM GEO GF	Meek, M.- ACCEL GEOM: C&C GF	Huard, B.- APPROP/ALT ENERGY
1992	12	Martin, S.- SPAN III	Crawford, A.- 12 BR LIT&COMP HON	Michael, C.- CALC	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
1993	10	Lohrmann, D.- CHEM (S)	Mabrey, Z.- WORLD HIST	Mincy, C.- BODY SCULP	Garcia, C.- 10 LIT & COMP	Samela, J.- GEOMETRY: CONC & CONN	Moore, J.- ACADEMIC CONTACT	Allgood, A.- LATIN I
1994	9	Bui, A.- A/V TECH/FILM I	Crews, L.- VIS ART COMP I	Filomeno, N.- SPAN I	Nelson, K.- 9TH GR LIT AND COMP	Schneider, E.- BIOLOGY HON	Velasco, K.- ACADEMIC CONTACT	Samela, J.- ALGEBRA: CONC & CONN
1995	9	McElroy, R.- PERSONAL FITNESS	Powers, C.- FRENCH II GF	Dehnke, B.- 9TH LIT AND COMP GF	Meek, M.- ACCEL GEOM: C&C GF	Kendall, M.- INT/ADV ORCHESTRA I	Greco, L.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF
1996	9	Fischer, D.- SPAN I	Gantz, K.- 9TH LIT AND COMP HON	Creasy, A.- MKT PRIN	Madden, J.- BIOLOGY GF	Conway, C.- ACADEMIC CONTACT	Darji, V.- GEOMETRY: CONC & CONN	Huard, B.- APPROP/ALT ENERGY
1997	9	Rogers, C.- 9TH GR LIT AND COMP	Bui, A.- A/V TECH/FILM I	Hyacinth, E.- BIOLOGY	Hyacinth, E.- ACADEMIC CONTACT	Pearson, J.- HEALTH	Barahona, K.- SPAN I	Samela, J.- ALGEBRA: CONC & CONN
1998	9	Durden, E.- ALGEBRA: CONC & CONN	Tomlinson, S.- WORLD GEOG HON	Lester, G.- HOSP/TOURISM ESSEN	Meyer, M.- ACADEMIC CONTACT	Nelson, K.- 9TH GR LIT AND COMP	McElroy, R.- HEALTH	Madden, J.- BIOLOGY
1999	9	MacKay, J.- BIOLOGY	Fischer, D.- SPAN I	Chetram, M.- ALGEBRA: CONC & CONN	Martinez, R.- ACADEMIC CONTACT	Lai, A.- 9TH GR LIT AND COMP	Jones, J.- PERSONAL FITNESS	Price, T.- INTRO BUSI TECH
2000	9	MacKay, J.- BIOLOGY	Ernest, K.- FRENCH I	Fowler, A.- ALGEBRA: CONC & CONN	Pennell, C.- 9TH LIT AND COMP HON	Templeman, T.- ACADEMIC CONTACT	Debban, E.- VIS ART COMP II	Duncan, K.- COMP SCI PRINC
2001	9	Ernest, K.- FREN I HON	Bass, T.- GEOMETRY: CONC & CONN	Greco, L.- 9TH LIT AND COMP GF	Kimbrough, M.- ACADEMIC CONTACT	Price, T.- INTRO BUSI TECH	Schneider, E.- BIOLOGY HON	Fendley, L.- HEALTH
2002	9	Durden, E.- ALGEBRA: CONC & CONN	Nelson, K.- 9TH GR LIT AND COMP	Hyacinth, E.- BIOLOGY	Pearson, J.- HEALTH	House, B.- FUND THEA II	Lai, A.- ACADEMIC CONTACT	Bui, A.- A/V TECH/FILM I
2003	9	Nelson, K.- 9TH GR LIT AND COMP	Filomeno, N.- SPAN I	Fendley, L.- HEALTH	McKee, T.- ACCEL GEOM: C&C	Debban, E.- VIS ART COMP II	Winzeler, M.- ACADEMIC CONTACT	Thornton, C.- BIOLOGY HON
2004	9	Whisonant, M.- SPAN I HON	Gantz, K.- 9TH LIT AND COMP HON	Creasy, A.- MKT PRIN	Pearson, J.- HEALTH	Morez, A.- ALGEBRA: CONC & CONN	Edwards, S.- ACADEMIC CONTACT	Martinez, R.- BIOLOGY HON
2005	9	Dutton, A.- BIOLOGY	Duncan, M.- PERSONAL FITNESS	Fowler, A.- ALGEBRA: CONC & CONN	Gantz, K.- 9TH GR LIT AND COMP	Slade, R.- MKT PRIN	Lai, A.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEOG
2006	9	Bui, A.- A/V TECH/FILM I	Gantz, K.- 9TH GR LIT AND COMP	Creasy, A.- MKT PRIN	Kim, M.- ACADEMIC CONTACT	Pearson, J.- HEALTH	MacKay, J.- BIOLOGY	Samela, J.- ALGEBRA: CONC & CONN
2007	9	Stephens, B.- FOUND ENG/TECH	Greco, L.- 9TH LIT AND COMP GF	Duncan, M.- PERSONAL FITNESS	Lowe, L.- ACADEMIC CONTACT	Bass, T.- ACCEL GEOM: C&C GF	Kim, M.- BIOLOGY GF	Tomlinson, S.- WORLD GEOG GF
2008	9	Fischer, D.- SPAN I	House, B.- FUND THEA II	Lai, A.- 9TH GR LIT AND COMP	Kim, M.- ACADEMIC CONTACT	Fowler, A.- ALGEBRA: CONC & CONN	Martinez, R.- BIOLOGY	Stephens, B.- FOUND ENG/TECH
2009	11	Winzeler, M.- AP CAL AB GF	Stebbins, L.- 11 AM LIT&COMP GF	Settles Livers, C.- NAT RES MGMT	Settles Livers, C.- ACADEMIC CONTACT	Myers, M.- PHYSICS GF	Kaiser, D.- AP US HIST GF	Goodwin-Morales, A.- SPAN II GF
2010	11	Michael, C.- AP COMPSCI A GIF	Kendall, M.- ADV ORCH I	Humphrey, E.- SPAN III GF	Clemens, W.- ACADEMIC CONTACT	Michael, C.- AP CAL BC GF	Gorun, J.- 11 AM LIT&COMP GF	Erwin, J.- AP CHEM GF
2011	10	Edwards, S.- SPAN II HON	Meek, M.- ADV ALG: CONC & CONN	Chatham, H.- 10 LIT & COMP HON	Lee, W.- WGT TN	Dutton, A.- CHEM HONOR	Bui, A.- ACADEMIC CONTACT	Grigg, A.- AP WOR HIST
